Schedule Codes,Purpose,Level,Subject,Tutor,Day,Centre,Classroom,Capacity,Date (text),Start Time,Subject(Display),Topic,Date,Timeslot (+3hr),Video Guides,Address,Address Var,Form Question,Form Controls,Form Option to Display,ConfirmationMsg Template,Form Entry,Duplicate class,No. Regular S,No. Signups,Total Signups,Signups / Capacity,No. Confirmed,Total Signups | Confirmed | Capacity,Confirmed Capacity%,Level,Level1,Subject,Subject1,Subject2,Centre,Tutor,Checked?
JC JunCC<>J1 2026<>JC - Bio<>Derek<>Wednesday<>Marymount<>MM-1<>28<>10 Jun<>10:00 am<>DNA Replication,JC JunCC,J1 2026,JC - Bio,Derek,Wednesday,Marymount,MM-1,28,10 Jun (Wed),10:00:00 AM,J1 Biology,DNA Replication,6/10/2026,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road B1-05 (Longhaus) S574429,183 Upper Thomson Road B1-05 (Longhaus) S574429  (Video Guide: bit.ly/zenithMM),Biology,Open - Running,[J1 Biology] Marymount | 10 Jun (Wed) | 10:00AM - 01:00PM | DNA Replication,J1 Biology - Marymount - 10 Jun Wed 10:00AM,[J1 Biology] Marymount | 10 Jun (Wed) | 10:00AM - 01:00PM | DNA Replication,0,,0,0,0 / 28,,0 |  | 28,0.00%,J1,JC,BIO,BIO,BIO,Marymount,Derek,FALSE
JC JunCC<>J1 2026<>JC - Phy<>Duncan<>Friday<>Marymount<>MM-1<>28<>12 Jun<>10:00 am<>Circular Motion,JC JunCC,J1 2026,JC - Phy,Duncan,Friday,Marymount,MM-1,28,12 Jun (Fri),10:00:00 AM,J1 Physics,Circular Motion,6/12/2026,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road B1-05 (Longhaus) S574429,183 Upper Thomson Road B1-05 (Longhaus) S574429  (Video Guide: bit.ly/zenithMM),Physics,Open - Running,[J1 Physics] Marymount | 12 Jun (Fri) | 10:00AM - 01:00PM | Circular Motion,J1 Physics - Marymount - 12 Jun Fri 10:00AM,[J1 Physics] Marymount | 12 Jun (Fri) | 10:00AM - 01:00PM | Circular Motion,0,,0,0,0 / 28,,0 |  | 28,0.00%,J1,JC,PHYS,PHYS,PHYS,Marymount,Duncan,FALSE
JC JunCC<>J1 2026<>JC - Chem<>Jia Yi<>Friday<>Marymount<>MM-1<>28<>12 Jun<>1:00 pm<>Energetics,JC JunCC,J1 2026,JC - Chem,Jia Yi,Friday,Marymount,MM-1,28,12 Jun (Fri),1:00:00 PM,J1 Chemistry,Energetics,6/12/2026,01:30PM - 04:30PM,bit.ly/zenithMM,183 Upper Thomson Road B1-05 (Longhaus) S574429,183 Upper Thomson Road B1-05 (Longhaus) S574429  (Video Guide: bit.ly/zenithMM),Chemistry,Open - Running,[J1 Chemistry] Marymount | 12 Jun (Fri) | 01:30PM - 04:30PM | Energetics,J1 Chemistry - Marymount - 12 Jun Fri 1:00PM,[J1 Chemistry] Marymount | 12 Jun (Fri) | 01:30PM - 04:30PM | Energetics,0,,0,0,0 / 28,,0 |  | 28,0.00%,J1,JC,CHEM,CHEM,CHEM,Marymount,Jia Yi,FALSE
JC JunCC<>J1 2026<>JC - Bio<>Melvin<>Monday<>Marymount<>MM-2<>27<>8 Jun<>10:00 am<>DNA Replication,JC JunCC,J1 2026,JC - Bio,Melvin,Monday,Marymount,MM-2,27,08 Jun (Mon),10:00:00 AM,J1 Biology,DNA Replication,6/8/2026,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road B1-05 (Longhaus) S574429,183 Upper Thomson Road B1-05 (Longhaus) S574429  (Video Guide: bit.ly/zenithMM),Biology,Open - Running,[J1 Biology] Marymount | 08 Jun (Mon) | 10:00AM - 01:00PM | DNA Replication,J1 Biology - Marymount - 08 Jun Mon 10:00AM,[J1 Biology] Marymount | 08 Jun (Mon) | 10:00AM - 01:00PM | DNA Replication,0,,0,0,0 / 27,,0 |  | 27,0.00%,J1,JC,BIO,BIO,BIO,Marymount,Melvin,FALSE
JC JunCC<>J1 2026<>JC - GP<>Finn<>Tuesday<>Marymount<>MM-2<>27<>9 Jun<>10:00 am<>Application Question (Singapore Traits and Qualities),JC JunCC,J1 2026,JC - GP,Finn,Tuesday,Marymount,MM-2,27,09 Jun (Tue),10:00:00 AM,J1 GP,Application Question (Singapore Traits and Qualities),6/9/2026,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road B1-05 (Longhaus) S574429,183 Upper Thomson Road B1-05 (Longhaus) S574429  (Video Guide: bit.ly/zenithMM),GP,Open - Running,[J1 GP] Marymount | 09 Jun (Tue) | 10:00AM - 01:00PM | Application Question (Singapore Traits and Qualities),J1 GP - Marymount - 09 Jun Tue 10:00AM,[J1 GP] Marymount | 09 Jun (Tue) | 10:00AM - 01:00PM | Application Question (Singapore Traits and Qualities),0,,0,0,0 / 27,,0 |  | 27,0.00%,J1,JC,GP,GP,GP,Marymount,Finn,FALSE
JC JunCC<>J1 2026<>JC - Bio<>Melvin<>Thursday<>Marymount<>MM-2<>27<>11 Jun<>10:00 am<>Gene Expression,JC JunCC,J1 2026,JC - Bio,Melvin,Thursday,Marymount,MM-2,27,11 Jun (Thu),10:00:00 AM,J1 Biology,Gene Expression,6/11/2026,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road B1-05 (Longhaus) S574429,183 Upper Thomson Road B1-05 (Longhaus) S574429  (Video Guide: bit.ly/zenithMM),Biology,Open - Running,[J1 Biology] Marymount | 11 Jun (Thu) | 10:00AM - 01:00PM | Gene Expression,J1 Biology - Marymount - 11 Jun Thu 10:00AM,[J1 Biology] Marymount | 11 Jun (Thu) | 10:00AM - 01:00PM | Gene Expression,0,,0,0,0 / 27,,0 |  | 27,0.00%,J1,JC,BIO,BIO,BIO,Marymount,Melvin,FALSE
JC JunCC<>J1 2026<>JC - Chem<>Zoey<>Monday<>Tampines<>TP-1 (main)<>28<>8 Jun<>10:00 am<>Chem Bonding,JC JunCC,J1 2026,JC - Chem,Zoey,Monday,Tampines,TP-1 (main),28,08 Jun (Mon),10:00:00 AM,J1 Chemistry,Chem Bonding,6/8/2026,10:00AM - 01:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,1 Tampines Central #08-10 (CPF Building) SS529508  (Video Guide: bit.ly/zenithTP),Chemistry,Open - Running,[J1 Chemistry] Tampines | 08 Jun (Mon) | 10:00AM - 01:00PM | Chem Bonding,J1 Chemistry - Tampines - 08 Jun Mon 10:00AM,[J1 Chemistry] Tampines | 08 Jun (Mon) | 10:00AM - 01:00PM | Chem Bonding,0,,0,0,0 / 28,,0 |  | 28,0.00%,J1,JC,CHEM,CHEM,CHEM,Tampines,Zoey,FALSE
JC JunCC<>J1 2026<>JC - Chem<>Zoey<>Friday<>Tampines<>TP-1 (main)<>28<>12 Jun<>10:00 am<>Energetics,JC JunCC,J1 2026,JC - Chem,Zoey,Friday,Tampines,TP-1 (main),28,12 Jun (Fri),10:00:00 AM,J1 Chemistry,Energetics,6/12/2026,10:00AM - 01:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,1 Tampines Central #08-10 (CPF Building) SS529508  (Video Guide: bit.ly/zenithTP),Chemistry,Open - Running,[J1 Chemistry] Tampines | 12 Jun (Fri) | 10:00AM - 01:00PM | Energetics,J1 Chemistry - Tampines - 12 Jun Fri 10:00AM,[J1 Chemistry] Tampines | 12 Jun (Fri) | 10:00AM - 01:00PM | Energetics,0,,0,0,0 / 28,,0 |  | 28,0.00%,J1,JC,CHEM,CHEM,CHEM,Tampines,Zoey,FALSE
JC JunCC<>J1 2026<>JC - Econs<>Justin<>Tuesday<>Tampines<>TP-3 (main)<>20<>9 Jun<>1:00 pm<>Market Failure and Government Intervention,JC JunCC,J1 2026,JC - Econs,Justin,Tuesday,Tampines,TP-3 (main),20,09 Jun (Tue),1:00:00 PM,J1 Economics,Market Failure and Government Intervention,6/9/2026,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,1 Tampines Central #08-10 (CPF Building) SS529508  (Video Guide: bit.ly/zenithTP),Economics,Open - Running,[J1 Economics] Tampines | 09 Jun (Tue) | 01:30PM - 04:30PM | Market Failure and Government Intervention,J1 Economics - Tampines - 09 Jun Tue 1:00PM,[J1 Economics] Tampines | 09 Jun (Tue) | 01:30PM - 04:30PM | Market Failure and Government Intervention,0,,0,0,0 / 20,,0 |  | 20,0.00%,J1,JC,ECON,ECON,ECON,Tampines,Justin,FALSE
JC JunCC<>J1 2026<>JC - Bio<>Derek<>Monday<>Tampines<>TP-4 (ext)<>35<>8 Jun<>1:00 pm<>Gene Expression,JC JunCC,J1 2026,JC - Bio,Derek,Monday,Tampines,TP-4 (ext),35,08 Jun (Mon),1:00:00 PM,J1 Biology,Gene Expression,6/8/2026,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,1 Tampines Central #08-10 (CPF Building) SS529508  (Video Guide: bit.ly/zenithTP),Biology,Open - Running,[J1 Biology] Tampines | 08 Jun (Mon) | 01:30PM - 04:30PM | Gene Expression,J1 Biology - Tampines - 08 Jun Mon 1:00PM,[J1 Biology] Tampines | 08 Jun (Mon) | 01:30PM - 04:30PM | Gene Expression,0,,0,0,0 / 35,,0 |  | 35,0.00%,J1,JC,BIO,BIO,BIO,Tampines,Derek,FALSE
JC JunCC<>J1 2026<>JC - Econs<>Justin<>Friday<>Tampines<>TP-4 (ext)<>35<>12 Jun<>10:00 am<>Market Failure and Government Intervention,JC JunCC,J1 2026,JC - Econs,Justin,Friday,Tampines,TP-4 (ext),35,12 Jun (Fri),10:00:00 AM,J1 Economics,Market Failure and Government Intervention,6/12/2026,10:00AM - 01:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,1 Tampines Central #08-10 (CPF Building) SS529508  (Video Guide: bit.ly/zenithTP),Economics,Open - Running,[J1 Economics] Tampines | 12 Jun (Fri) | 10:00AM - 01:00PM | Market Failure and Government Intervention,J1 Economics - Tampines - 12 Jun Fri 10:00AM,[J1 Economics] Tampines | 12 Jun (Fri) | 10:00AM - 01:00PM | Market Failure and Government Intervention,0,,0,0,0 / 35,,0 |  | 35,0.00%,J1,JC,ECON,ECON,ECON,Tampines,Justin,FALSE
JC JunCC<>J1 2026<>JC - Phy<>Dr. Han Wei<>Friday<>Tampines<>TP-4 (ext)<>35<>12 Jun<>1:00 pm<>Circular Motion,JC JunCC,J1 2026,JC - Phy,Dr. Han Wei,Friday,Tampines,TP-4 (ext),35,12 Jun (Fri),1:00:00 PM,J1 Physics,Circular Motion,6/12/2026,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,1 Tampines Central #08-10 (CPF Building) SS529508  (Video Guide: bit.ly/zenithTP),Physics,Open - Running,[J1 Physics] Tampines | 12 Jun (Fri) | 01:30PM - 04:30PM | Circular Motion,J1 Physics - Tampines - 12 Jun Fri 1:00PM,[J1 Physics] Tampines | 12 Jun (Fri) | 01:30PM - 04:30PM | Circular Motion,0,,0,0,0 / 35,,0 |  | 35,0.00%,J1,JC,PHYS,PHYS,PHYS,Tampines,Dr. Han Wei,FALSE
JC JunCC<>J1 2026<>JC - Math<>Chuan Li<>Monday<>Tampines<>TP-5 (LT) (ext)<>50<>8 Jun<>1:00 pm<>Functions,JC JunCC,J1 2026,JC - Math,Chuan Li,Monday,Tampines,TP-5 (LT) (ext),50,08 Jun (Mon),1:00:00 PM,J1 Math,Functions,6/8/2026,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,1 Tampines Central #08-10 (CPF Building) SS529508  (Video Guide: bit.ly/zenithTP),Math,Open - Running,[J1 Math] Tampines | 08 Jun (Mon) | 01:30PM - 04:30PM | Functions,J1 Math - Tampines - 08 Jun Mon 1:00PM,[J1 Math] Tampines | 08 Jun (Mon) | 01:30PM - 04:30PM | Functions,0,,0,0,0 / 50,,0 |  | 50,0.00%,J1,JC,MATH,MATH,MATH,Tampines,Chuan Li,FALSE
JC JunCC<>J1 2026<>JC - Phy<>Dr. Han Wei<>Tuesday<>Tampines<>TP-5 (LT) (ext)<>50<>9 Jun<>10:00 am<>Motion & Forces (Part 2) + Collision,JC JunCC,J1 2026,JC - Phy,Dr. Han Wei,Tuesday,Tampines,TP-5 (LT) (ext),50,09 Jun (Tue),10:00:00 AM,J1 Physics,Motion & Forces (Part 2) + Collision,6/9/2026,10:00AM - 01:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,1 Tampines Central #08-10 (CPF Building) SS529508  (Video Guide: bit.ly/zenithTP),Physics,Open - Running,[J1 Physics] Tampines | 09 Jun (Tue) | 10:00AM - 01:00PM | Motion & Forces (Part 2) + Collision,J1 Physics - Tampines - 09 Jun Tue 10:00AM,[J1 Physics] Tampines | 09 Jun (Tue) | 10:00AM - 01:00PM | Motion & Forces (Part 2) + Collision,0,,0,0,0 / 50,,0 |  | 50,0.00%,J1,JC,PHYS,PHYS,PHYS,Tampines,Dr. Han Wei,FALSE
JC JunCC<>J1 2026<>JC - Math<>Chuan Li<>Tuesday<>Tampines<>TP-5 (LT) (ext)<>50<>9 Jun<>1:00 pm<>Vectors 1,JC JunCC,J1 2026,JC - Math,Chuan Li,Tuesday,Tampines,TP-5 (LT) (ext),50,09 Jun (Tue),1:00:00 PM,J1 Math,Vectors 1,6/9/2026,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,1 Tampines Central #08-10 (CPF Building) SS529508  (Video Guide: bit.ly/zenithTP),Math,Open - Running,[J1 Math] Tampines | 09 Jun (Tue) | 01:30PM - 04:30PM | Vectors 1,J1 Math - Tampines - 09 Jun Tue 1:00PM,[J1 Math] Tampines | 09 Jun (Tue) | 01:30PM - 04:30PM | Vectors 1,0,,0,0,0 / 50,,0 |  | 50,0.00%,J1,JC,MATH,MATH,MATH,Tampines,Chuan Li,FALSE
JC JunCC<>J1 2026<>JC - Math<>Chuan Li<>Thursday<>Tampines<>TP-5 (LT) (ext)<>50<>11 Jun<>1:00 pm<>Differentiation,JC JunCC,J1 2026,JC - Math,Chuan Li,Thursday,Tampines,TP-5 (LT) (ext),50,11 Jun (Thu),1:00:00 PM,J1 Math,Differentiation,6/11/2026,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,1 Tampines Central #08-10 (CPF Building) SS529508  (Video Guide: bit.ly/zenithTP),Math,Open - Running,[J1 Math] Tampines | 11 Jun (Thu) | 01:30PM - 04:30PM | Differentiation,J1 Math - Tampines - 11 Jun Thu 1:00PM,[J1 Math] Tampines | 11 Jun (Thu) | 01:30PM - 04:30PM | Differentiation,0,,0,0,0 / 50,,0 |  | 50,0.00%,J1,JC,MATH,MATH,MATH,Tampines,Chuan Li,FALSE
JC JunCC<>J1 2026<>JC - Chem<>Jia Yi<>Monday<>Bishan<>BS-1<>24<>8 Jun<>1:00 pm<>Chem Bonding,JC JunCC,J1 2026,JC - Chem,Jia Yi,Monday,Bishan,BS-1,24,08 Jun (Mon),1:00:00 PM,J1 Chemistry,Chem Bonding,6/8/2026,01:30PM - 04:30PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,51 Bishan Street 13 #03-01 (Bishan CC) S579799  (Video Guide: bit.ly/zenithBISHAN),Chemistry,Open - Running,[J1 Chemistry] Bishan | 08 Jun (Mon) | 01:30PM - 04:30PM | Chem Bonding,J1 Chemistry - Bishan - 08 Jun Mon 1:00PM,[J1 Chemistry] Bishan | 08 Jun (Mon) | 01:30PM - 04:30PM | Chem Bonding,0,,0,0,0 / 24,,0 |  | 24,0.00%,J1,JC,CHEM,CHEM,CHEM,Bishan CC,Jia Yi,FALSE
"JC JunCC<>J1 2026<>JC - Econs<>Fung<>Monday<>Bishan<>BS-2<>31<>8 Jun<>1:00 pm<>Market Model: Demand, Supply and Elasticities",JC JunCC,J1 2026,JC - Econs,Fung,Monday,Bishan,BS-2,31,08 Jun (Mon),1:00:00 PM,J1 Economics,"Market Model: Demand, Supply and Elasticities",6/8/2026,01:30PM - 04:30PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,51 Bishan Street 13 #03-01 (Bishan CC) S579799  (Video Guide: bit.ly/zenithBISHAN),Economics,Open - Running,"[J1 Economics] Bishan | 08 Jun (Mon) | 01:30PM - 04:30PM | Market Model: Demand, Supply and Elasticities",J1 Economics - Bishan - 08 Jun Mon 1:00PM,"[J1 Economics] Bishan | 08 Jun (Mon) | 01:30PM - 04:30PM | Market Model: Demand, Supply and Elasticities",0,,0,0,0 / 31,,0 |  | 31,0.00%,J1,JC,ECON,ECON,ECON,Bishan CC,Fung,FALSE
JC JunCC<>J1 2026<>JC - Chem<>Dr. Ryan<>Tuesday<>Bishan<>BS-2<>31<>9 Jun<>1:00 pm<>Chem Bonding,JC JunCC,J1 2026,JC - Chem,Dr. Ryan,Tuesday,Bishan,BS-2,31,09 Jun (Tue),1:00:00 PM,J1 Chemistry,Chem Bonding,6/9/2026,01:30PM - 04:30PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,51 Bishan Street 13 #03-01 (Bishan CC) S579799  (Video Guide: bit.ly/zenithBISHAN),Chemistry,Open - Running,[J1 Chemistry] Bishan | 09 Jun (Tue) | 01:30PM - 04:30PM | Chem Bonding,J1 Chemistry - Bishan - 09 Jun Tue 1:00PM,[J1 Chemistry] Bishan | 09 Jun (Tue) | 01:30PM - 04:30PM | Chem Bonding,0,,0,0,0 / 31,,0 |  | 31,0.00%,J1,JC,CHEM,CHEM,CHEM,Bishan CC,Dr. Ryan,FALSE
JC JunCC<>J1 2026<>JC - Econs<>Fung<>Thursday<>Bishan<>BS-2<>31<>11 Jun<>1:00 pm<>Market Failure and Government Intervention,JC JunCC,J1 2026,JC - Econs,Fung,Thursday,Bishan,BS-2,31,11 Jun (Thu),1:00:00 PM,J1 Economics,Market Failure and Government Intervention,6/11/2026,01:30PM - 04:30PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,51 Bishan Street 13 #03-01 (Bishan CC) S579799  (Video Guide: bit.ly/zenithBISHAN),Economics,Open - Running,[J1 Economics] Bishan | 11 Jun (Thu) | 01:30PM - 04:30PM | Market Failure and Government Intervention,J1 Economics - Bishan - 11 Jun Thu 1:00PM,[J1 Economics] Bishan | 11 Jun (Thu) | 01:30PM - 04:30PM | Market Failure and Government Intervention,0,,0,0,0 / 31,,0 |  | 31,0.00%,J1,JC,ECON,ECON,ECON,Bishan CC,Fung,FALSE
JC JunCC<>J1 2026<>JC - Econs<>Fung<>Friday<>Bishan<>BS-2<>31<>12 Jun<>10:00 am<>Market Failure and Government Intervention,JC JunCC,J1 2026,JC - Econs,Fung,Friday,Bishan,BS-2,31,12 Jun (Fri),10:00:00 AM,J1 Economics,Market Failure and Government Intervention,6/12/2026,10:00AM - 01:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,51 Bishan Street 13 #03-01 (Bishan CC) S579799  (Video Guide: bit.ly/zenithBISHAN),Economics,Open - Running,[J1 Economics] Bishan | 12 Jun (Fri) | 10:00AM - 01:00PM | Market Failure and Government Intervention,J1 Economics - Bishan - 12 Jun Fri 10:00AM,[J1 Economics] Bishan | 12 Jun (Fri) | 10:00AM - 01:00PM | Market Failure and Government Intervention,0,,0,0,0 / 31,,0 |  | 31,0.00%,J1,JC,ECON,ECON,ECON,Bishan CC,Fung,FALSE
JC JunCC<>J1 2026<>JC - Phy<>Joshua<>Wednesday<>Bishan<>BS-6<>18<>10 Jun<>1:00 pm<>Circular Motion,JC JunCC,J1 2026,JC - Phy,Joshua,Wednesday,Bishan,BS-6,18,10 Jun (Wed),1:00:00 PM,J1 Physics,Circular Motion,6/10/2026,01:30PM - 04:30PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,51 Bishan Street 13 #03-01 (Bishan CC) S579799  (Video Guide: bit.ly/zenithBISHAN),Physics,Open - Running,[J1 Physics] Bishan | 10 Jun (Wed) | 01:30PM - 04:30PM | Circular Motion,J1 Physics - Bishan - 10 Jun Wed 1:00PM,[J1 Physics] Bishan | 10 Jun (Wed) | 01:30PM - 04:30PM | Circular Motion,0,,0,0,0 / 18,,0 |  | 18,0.00%,J1,JC,PHYS,PHYS,PHYS,Bishan CC,Joshua,FALSE
JC JunCC<>J1 2026<>JC - Phy<>Enzhao<>Tuesday<>Bukit Panjang<>BP-1<>24<>9 Jun<>10:00 am<>Circular Motion,JC JunCC,J1 2026,JC - Phy,Enzhao,Tuesday,Bukit Panjang,BP-1,24,09 Jun (Tue),10:00:00 AM,J1 Physics,Circular Motion,6/9/2026,10:00AM - 01:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,1 Woodlands Road #01-10 (Junction10) S677899  (Video Guide: bit.ly/zenithBP),Physics,Open - Running,[J1 Physics] Bukit Panjang | 09 Jun (Tue) | 10:00AM - 01:00PM | Circular Motion,J1 Physics - Bukit Panjang - 09 Jun Tue 10:00AM,[J1 Physics] Bukit Panjang | 09 Jun (Tue) | 10:00AM - 01:00PM | Circular Motion,0,,0,0,0 / 24,,0 |  | 24,0.00%,J1,JC,PHYS,PHYS,PHYS,Bukit Panjang,Enzhao,FALSE
JC JunCC<>J1 2026<>JC - Chem<>YH<>Tuesday<>Bukit Panjang<>BP-1<>24<>9 Jun<>1:00 pm<>Energetics,JC JunCC,J1 2026,JC - Chem,YH,Tuesday,Bukit Panjang,BP-1,24,09 Jun (Tue),1:00:00 PM,J1 Chemistry,Energetics,6/9/2026,01:30PM - 04:30PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,1 Woodlands Road #01-10 (Junction10) S677899  (Video Guide: bit.ly/zenithBP),Chemistry,Open - Running,[J1 Chemistry] Bukit Panjang | 09 Jun (Tue) | 01:30PM - 04:30PM | Energetics,J1 Chemistry - Bukit Panjang - 09 Jun Tue 1:00PM,[J1 Chemistry] Bukit Panjang | 09 Jun (Tue) | 01:30PM - 04:30PM | Energetics,0,,0,0,0 / 24,,0 |  | 24,0.00%,J1,JC,CHEM,CHEM,CHEM,Bukit Panjang,YH,FALSE
JC JunCC<>J1 2026<>JC - Phy<>Enzhao<>Thursday<>Bukit Panjang<>BP-1<>24<>11 Jun<>10:00 am<>Motion & Forces (Part 2) + Collision,JC JunCC,J1 2026,JC - Phy,Enzhao,Thursday,Bukit Panjang,BP-1,24,11 Jun (Thu),10:00:00 AM,J1 Physics,Motion & Forces (Part 2) + Collision,6/11/2026,10:00AM - 01:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,1 Woodlands Road #01-10 (Junction10) S677899  (Video Guide: bit.ly/zenithBP),Physics,Open - Running,[J1 Physics] Bukit Panjang | 11 Jun (Thu) | 10:00AM - 01:00PM | Motion & Forces (Part 2) + Collision,J1 Physics - Bukit Panjang - 11 Jun Thu 10:00AM,[J1 Physics] Bukit Panjang | 11 Jun (Thu) | 10:00AM - 01:00PM | Motion & Forces (Part 2) + Collision,0,,0,0,0 / 24,,0 |  | 24,0.00%,J1,JC,PHYS,PHYS,PHYS,Bukit Panjang,Enzhao,FALSE
JC JunCC<>J1 2026<>JC - Econs<>Lay Chun<>Thursday<>Bukit Panjang<>BP-1<>24<>11 Jun<>1:00 pm<>Market Failure and Government Intervention,JC JunCC,J1 2026,JC - Econs,Lay Chun,Thursday,Bukit Panjang,BP-1,24,11 Jun (Thu),1:00:00 PM,J1 Economics,Market Failure and Government Intervention,6/11/2026,01:30PM - 04:30PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,1 Woodlands Road #01-10 (Junction10) S677899  (Video Guide: bit.ly/zenithBP),Economics,Open - Running,[J1 Economics] Bukit Panjang | 11 Jun (Thu) | 01:30PM - 04:30PM | Market Failure and Government Intervention,J1 Economics - Bukit Panjang - 11 Jun Thu 1:00PM,[J1 Economics] Bukit Panjang | 11 Jun (Thu) | 01:30PM - 04:30PM | Market Failure and Government Intervention,0,,0,0,0 / 24,,0 |  | 24,0.00%,J1,JC,ECON,ECON,ECON,Bukit Panjang,Lay Chun,FALSE
JC JunCC<>J1 2026<>JC - Bio<>Melvin<>Friday<>Bukit Panjang<>BP-1<>24<>12 Jun<>1:00 pm<>DNA Replication,JC JunCC,J1 2026,JC - Bio,Melvin,Friday,Bukit Panjang,BP-1,24,12 Jun (Fri),1:00:00 PM,J1 Biology,DNA Replication,6/12/2026,01:30PM - 04:30PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,1 Woodlands Road #01-10 (Junction10) S677899  (Video Guide: bit.ly/zenithBP),Biology,Open - Running,[J1 Biology] Bukit Panjang | 12 Jun (Fri) | 01:30PM - 04:30PM | DNA Replication,J1 Biology - Bukit Panjang - 12 Jun Fri 1:00PM,[J1 Biology] Bukit Panjang | 12 Jun (Fri) | 01:30PM - 04:30PM | DNA Replication,0,,0,0,0 / 24,,0 |  | 24,0.00%,J1,JC,BIO,BIO,BIO,Bukit Panjang,Melvin,FALSE
JC JunCC<>J1 2026<>JC - Chem<>DJ<>Monday<>Bukit Panjang<>BP-2<>12<>8 Jun<>10:00 am<>Energetics,JC JunCC,J1 2026,JC - Chem,DJ,Monday,Bukit Panjang,BP-2,12,08 Jun (Mon),10:00:00 AM,J1 Chemistry,Energetics,6/8/2026,10:00AM - 01:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,1 Woodlands Road #01-10 (Junction10) S677899  (Video Guide: bit.ly/zenithBP),Chemistry,Open - Running,[J1 Chemistry] Bukit Panjang | 08 Jun (Mon) | 10:00AM - 01:00PM | Energetics,J1 Chemistry - Bukit Panjang - 08 Jun Mon 10:00AM,[J1 Chemistry] Bukit Panjang | 08 Jun (Mon) | 10:00AM - 01:00PM | Energetics,0,,0,0,0 / 12,,0 |  | 12,0.00%,J1,JC,CHEM,CHEM,CHEM,Bukit Panjang,DJ,FALSE
"JC JunCC<>J1 2026<>JC - Econs<>Lay Chun<>Tuesday<>Bukit Panjang<>BP-3<>19<>9 Jun<>1:00 pm<>Market Model: Demand, Supply and Elasticities",JC JunCC,J1 2026,JC - Econs,Lay Chun,Tuesday,Bukit Panjang,BP-3,19,09 Jun (Tue),1:00:00 PM,J1 Economics,"Market Model: Demand, Supply and Elasticities",6/9/2026,01:30PM - 04:30PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,1 Woodlands Road #01-10 (Junction10) S677899  (Video Guide: bit.ly/zenithBP),Economics,Open - Running,"[J1 Economics] Bukit Panjang | 09 Jun (Tue) | 01:30PM - 04:30PM | Market Model: Demand, Supply and Elasticities",J1 Economics - Bukit Panjang - 09 Jun Tue 1:00PM,"[J1 Economics] Bukit Panjang | 09 Jun (Tue) | 01:30PM - 04:30PM | Market Model: Demand, Supply and Elasticities",0,,0,0,0 / 19,,0 |  | 19,0.00%,J1,JC,ECON,ECON,ECON,Bukit Panjang,Lay Chun,FALSE
